id,predicted_price
7849202190,3882556.8
3374500520,3792042.2
6306400140,3777597.2
7987400316,3770291.0
1222029077,3831147.5
6303400395,3757913.5
7588700177,3774406.5
7129304375,3762037.2
6146600170,3784354.5
3734900110,3794440.8
1222000055,3790574.2
1721801280,3753565.2
2144800615,3768623.0
114100763,3782463.8
2770605420,3800811.2
87000245,3804909.5
5381000070,3742577.5
1424059130,3830059.0
8122100160,3782528.8
4330600360,3789656.2
2768000270,3785314.5
9536600010,3799405.2
1437500015,3789121.5
3598600049,3807733.5
3885801970,3818650.5
1773101530,3766208.5
3702900165,3773370.0
1623049041,3779867.5
1172000150,3794860.5
1721801591,3755173.0
3163600015,3775976.2
3361401011,3749072.0
1773100765,3774331.0
7818700480,3788915.5
8150100265,3757748.8
3364900156,3747352.5
1900000035,3802127.2
9834201205,3783322.5
66000070,3803821.0
123039279,3750577.5
9828701295,3766334.2
1596600060,3758856.2
418000010,3771621.5
9269200520,3781381.8
3980300020,3772492.0
7454000990,3762550.2
7454001060,3785877.8
369000365,3759777.8
739000035,3747331.2
9126101201,3813381.0
1250200345,3776336.5
1735800050,3759042.8
7227500910,3755076.2
9828701650,3797630.0
9828200460,3775580.2
3352402250,3754711.0
8820903560,3808238.5
7625701935,3777071.2
6135300010,3755456.0
9828200460,3775580.2
1822059057,3799042.8
7950304095,3757584.0
7899800915,3783715.8
7518503685,3797938.0
5694501195,3795378.0
534000080,3793091.2
7518503065,3768242.0
4229900140,3782449.5
9269200650,3785083.5
3362400472,3791102.2
7883607645,3792234.0
3298700012,3783690.5
4235400255,3821357.2
2658000115,3799673.2
3603000410,3773622.0
3340401535,3761101.0
4337000275,3774899.8
1024000109,3796960.2
2887701251,3777990.0
892000025,3805896.5
2508000020,3787987.0
4449800063,3806619.0
2475900840,3796160.0
1529300135,3774266.2
4364200075,3763831.5
3294700310,3759892.5
3524039060,3774705.5
3298701025,3749783.5
1211000280,3803625.0
7943000020,3811672.0
6146600175,3789761.0
3806000005,3775911.5
2770602170,3778512.2
5101400994,3800688.0
3996900575,3792237.5
2475900850,3792650.0
7312400325,3761176.2
7304301045,3774500.2
1139000620,3844352.8
1443501020,3765698.5
1588600040,3781360.2
8572900275,3829569.5
7228501903,3768774.0
7335400345,3773057.0
7973202712,3755792.5
40000228,3781194.2
7231502505,3770945.5
40000362,3758182.5
3438503045,3781591.0
9232900165,3784957.2
8862000075,3746641.5
1703900155,3792754.8
5379800810,3764621.2
2500600289,3749100.5
910000104,3771751.0
6392000570,3802058.5
8151600101,3763027.5
1049010620,3801434.8
5101408735,3809477.0
8122101440,3785650.2
9183700845,3782146.5
985001275,3784289.5
9200000050,3754456.8
7282300095,3768058.8
7445000105,3786195.5
5141000571,3783719.2
1324300091,3766065.0
8024201055,3761793.2
5220300140,3845944.2
5347200160,3784946.5
5411800250,3782536.0
2391600330,3755878.5
5016001260,3794990.8
523049195,3765497.5
3342100785,3770269.5
1483300430,3799336.2
726049184,3798825.5
66000265,3811723.0
2726049071,3791283.0
7221400285,3792642.8
3797001815,3814013.8
3278602670,3767983.2
1278000210,3770363.0
396100110,3778314.2
1931300955,3786578.2
3500100015,3811599.2
1951600250,3794053.5
8150100045,3767469.5
7686202730,3771204.5
2422049104,3728744.0
2422029094,3753007.0
2185000685,3779802.5
7520000695,3771751.0
1704900135,3802783.8
7519001990,3795334.8
2771601730,3781699.2
5560000480,3789331.0
8651431100,3785971.8
792000006,3781050.0
8651401270,3769492.8
7200179,3747599.2
8651410090,3756663.0
1865810290,3799296.5
1823059159,3746663.0
9523103001,3749522.5
6150200180,3803237.0
3501100280,3818923.5
3333002450,3749197.0
2887701420,3760200.8
9235900030,3781086.0
7211400990,3786542.2
9268200285,3748221.0
5739601300,3819823.2
3542300060,3839937.5
3531900060,3779557.5
1861400068,3802696.5
6303400290,3773222.5
6154900130,3772772.8
7100000135,3769733.8
8651430220,3767782.0
826000295,3756713.2
6365900065,3788525.2
2391600555,3768982.5
5379805253,3744348.2
3438503014,3756387.2
1782500035,3747220.5
3438501450,3773481.8
2620069077,3794126.0
5100401414,3781208.8
7116000350,3742973.8
3797000300,3786072.8
4059400585,3738525.0
7831800395,3770140.0
7224000315,3778584.5
9266700175,3769643.8
4154302045,3761617.5
9222400510,3777294.5
6145601745,3788131.5
4077800518,3812457.2
2341800195,3747027.5
9232900075,3762783.5
9320900420,3781540.5
3336001946,3798767.5
6821100125,3797268.0
8658303585,3779698.0
441000115,3816306.0
7999600180,3798231.5
7849200635,3794278.0
1154100205,3814821.2
1623089039,3771182.8
7686202635,3756609.2
1450000210,3765583.5
6392000625,3805566.2
1113000430,3820705.0
4232901990,3801322.5
1423200170,3729402.0
2594200350,3789808.0
7696500280,3786239.0
3211200420,3769471.2
3995700245,3794849.8
4406000050,3772938.2
7551300065,3795942.8
4443800705,3788330.0
8807300130,3819364.2
226039186,3774493.0
3298700125,3772708.0
421049114,3756867.2
2810600015,3772477.8
2920700220,3809607.8
7116500705,3772877.0
3501600100,3797181.0
1231001110,3789374.5
8651410330,3770988.5
8651410670,3762087.5
1931300850,3779586.2
3826000735,3792631.8
1702901500,3777842.2
3331500650,3788406.0
1450100390,3748685.8
3224079005,3749994.5
1446401220,3765623.0
2254501620,3764093.5
1900000195,3816953.8
5207200360,3807399.5
9238900855,3791561.5
5249804760,3774709.0
3298201170,3818439.2
8856001090,3768723.5
7942600310,3786383.2
2023049361,3759917.5
7789000080,3775306.5
7789000120,3757974.5
7000100635,3774683.8
3126049261,3788720.2
1236300268,3821251.5
3298201290,3780613.8
2767602490,3792476.2
6430500086,3813053.5
8911000445,3787698.0
3298300210,3802094.8
7889601320,3758164.5
3893100327,3816735.5
7972602435,3765045.0
1839900080,3778036.8
1930301555,3777283.8
4319200820,3755950.2
9358002305,3774845.8
3101500010,3761657.0
3330501545,3773708.5
257000105,3800880.2
1238500978,3776041.2
2201500490,3802221.5
452001475,3811370.2
2225039081,3789078.0
6163901380,3793818.5
4154300296,3795262.2
2323059074,3806419.2
3336001911,3817165.0
2695600195,3772888.0
9144300120,3786470.0
6675500112,3768968.0
1324079029,3779972.0
3782100035,3786556.5
8564500020,3829569.5
2206500105,3841538.0
3626039279,3782528.8
1773101050,3768986.0
5016000315,3784138.0
7821200307,3801550.8
2113700825,3754764.8
1321039076,3777107.2
7877400266,3748907.5
6852700478,3804982.0
3291800120,3762281.2
7262200150,3772585.8
8948500065,3760767.5
3438501081,3769931.5
302000065,3758135.8
123039364,3739944.5
9456200405,3736853.2
923049468,3764607.0
2880100675,3798028.5
3624039111,3772251.0
1703400470,3781908.2
8132700190,3799550.0
1138020020,3828189.2
1423800080,3752606.0
7595700025,3809687.8
8945200830,3769622.2
4083304835,3812362.8
6324000090,3763379.2
526059103,3813424.5
2985800030,3823891.0
722039087,3755148.0
